ruta_relativa,dataset,clase_original,parte_planta,formato
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1002_jpg.rf.8c690f1b8d7f87f65ab399a78a2f6a2b.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1003_jpg.rf.30dcf0c0ef1faa254cae105297876cac.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1004_jpg.rf.75785e91e498d7cd45eba19546d48839.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1008_jpg.rf.224fe8a961364c34b4fe0da1d0dff5b1.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1009_jpg.rf.42ea78bdf8a84e0176007a9bda661b17.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\100_jpg.rf.d4c46244cd70c122312eb4eee2a72ed9.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1010_jpg.rf.177e1514b7ac55fd6a0bfcb6f96733f8.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1011_jpg.rf.7f000730ac19369a7958b877d59b951e.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1012_jpg.rf.fc3d23e7c629b65242b03c3490d8bac5.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1014_jpg.rf.a952288baef077696c5e3c3fe1740e90.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1015_jpg.rf.bec9c2537eb520ebe169647cc4eaaea3.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1016_jpg.rf.18e399a617b6ab99537b17b8302f92b1.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1017_jpg.rf.eba1a73cc616f2ff853ccfa9c2bcc0e4.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1018_jpg.rf.373998c013186e017ac2cd940cb3f16c.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1019_jpg.rf.6916026975105c924518e7d160449df8.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\101_jpg.rf.e4e07516d370a4c5eea2bc04021b7d15.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1021_jpg.rf.8af76170addc65fd4228a1563f3d0442.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1024_jpg.rf.dd6e50705953ebe896065d931998d9a7.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1025_jpg.rf.b05bb9d23ab70cfee94fcb3103c87b94.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1026_jpg.rf.b1217f15584e6455d515aff9e3c5f663.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1027_jpg.rf.ab93e0402ba5fe1a8ab0049f92009724.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1028_jpg.rf.e95df86668ff2b6b59e5f162ac2adbf5.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1029_jpg.rf.699cb2ca0b35603a49a46913ddd81abc.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\102_jpg.rf.3e07aa04c1d06e14cc61324162f7f2c0.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1030_jpg.rf.b21e3caecb2d3536beffe71b2c6f9a7c.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1032_jpg.rf.9ff89b415f41510f3cd592785c7694f5.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1033_jpg.rf.a354c0aa9135f9e34470e0916a05aa5b.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1034_jpg.rf.832171420feeb20b76b355e127495bd7.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1035_jpg.rf.e64c3c021d392f84211eb50b694e517a.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1038_jpg.rf.c6b2796eead30b3fbafe82fdb3b3a5ba.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\103_jpg.rf.5996f63bf1882503e1fcf275cab0cc81.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1041_jpg.rf.8fe693806f6951a19b871db013980e55.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1042_jpg.rf.497e63e49e28a4bb427efa3b2a3580c3.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1043_jpg.rf.89d310fb36a706ed16b86f437ed55b93.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1044_jpg.rf.2b6f8285babd358af4c076fb260d1591.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1045_jpg.rf.185f40ab678e5a3308963a5e0c21d52b.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1046_jpg.rf.6b9b43bed840960a9c672161e58e67da.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\104_jpg.rf.bae2e312b3c858f5d12d1276f83a72e7.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1050_jpg.rf.1bc742b5908ec6d0884757310665d5d5.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1051_jpg.rf.fe9db11dcafc155495fb65a5ac067241.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1052_jpg.rf.d15ece137cbd18213d52447fa0f60453.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1053_jpg.rf.64ed11cd4b9808fb975be7aa70055747.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1055_jpg.rf.8a763ed368a1e34308554d33adafcf2f.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1056_jpg.rf.91129d26e0c8c0177ad3318180cd5e3d.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1058_jpg.rf.af17cb33995904940a270cd9ea8788d4.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1059_jpg.rf.34f57b716060409d02480e1fc074aa9b.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\105_jpg.rf.d1d3965eda196109022db3866d2530be.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1060_jpg.rf.eb1e4fe73e4bf8fd78c6991d2241c047.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1061_jpg.rf.e18783e1468537dbc9dc4233973f9900.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1062_jpg.rf.a3f5a4ab7a79c45ee71d53a4a49b467a.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1063_jpg.rf.cdf3689731327c3f8a39000007227025.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1064_jpg.rf.d24f195c2e99dcbb0c92ff1f9706a4a9.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1065_jpg.rf.5dc0891f0e79d24ecb6c940ceaa86821.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1068_jpg.rf.49c2dd25d8b80ff6b1c5222311a97638.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\106_jpg.rf.0850c14742c49d1ed805038389067205.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1070_jpg.rf.7a8e3fabeafb38ed3059bc5f852bc235.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1073_jpg.rf.3d71f7c7283ad071911378c49f1ec373.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1074_jpg.rf.93e232c908ac11f33e85626c4580c062.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1075_jpg.rf.6ece7d5b02b4b57d867540a90638290d.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1077_jpg.rf.575bb12b46353e1db1a1c0aec11e2e4e.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1078_jpg.rf.b9ff9c7b8edab70df17d5807f0d19ce5.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1079_jpg.rf.83a53f7bac020f6021a955de39a82fa9.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\107_jpg.rf.99eeba040947afdeaa9e8576ccdc7764.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1080_jpg.rf.d923ff367341897f0eb703c63b31672c.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1082_jpg.rf.577a74522ce34c1ffb0b16d61e7dfe55.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1083_jpg.rf.01767666e3188c80e6f9213c6a53b2c1.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1086_jpg.rf.3dd058cfc06916292cc734e8271344fb.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1087_jpg.rf.81b8eb7188b10e1f7127685665f0e599.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1088_jpg.rf.8e5aaa7a894a5995d73f68c7f589ea93.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\108_jpg.rf.bf076158222832401bc3383f557bcc43.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1090_jpg.rf.a41f5d5b6845583937ac71f353322a15.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1096_jpg.rf.8976ad25c08a99c0e7d9e38190b263c8.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1097_jpg.rf.21aebb572fbf8585fefbec3e625bccf0.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1098_jpg.rf.e002b1176c2a746d6b3756eee98e3a41.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1099_jpg.rf.2485cdfd49756405969c73ab9fd9a411.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\109_jpg.rf.1c5ff459c6882c043e4c4c2eb875088c.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1102_jpg.rf.f5f1fe9d8af049c59a0a63dd1068b052.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1103_jpg.rf.b645fb3f1d783c8122481931196bf1aa.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1106_jpg.rf.f77dc1369d9a09d00d4e88159b8e4213.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1107_jpg.rf.077266153b03729bb391aa2307eab124.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1109_jpg.rf.5d61b789e4a5a5488926c228f2513545.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\110_jpg.rf.43ae4b212d3427973e68c26bbcaadeb9.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1112_jpg.rf.7abec9227f86ec48bbc03d137d34309d.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1113_jpg.rf.51e171ac12e38fd502840ec2ba4a790e.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1114_jpg.rf.9267045f22c1500bcf5639ca7c7fff69.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1117_jpg.rf.2f489353834e8ed369d9ab9534240382.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1119_jpg.rf.f35e255247e9d8cfa7108e4a1c46c345.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\111_jpg.rf.e28d5c945159d25d7cb102c7bb485b85.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1120_jpg.rf.7af32169ee29c533debe15e1a6b69ff0.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1122_jpg.rf.1c611e14e3de710fa1ba6374b79306a1.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1123_jpg.rf.68e7653f735e1e26e6ece6f1b285e5c4.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1125_jpg.rf.5a8595f12b5ea1552eb96b83859541b5.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1126_jpg.rf.a7e68cbf7abff09fe46247d5a8f61e4d.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1129_jpg.rf.ea365e87510fc44de8e0f071005f46ae.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\112_jpg.rf.7349b7409e82f003c8cd0cf930428a31.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1130_jpg.rf.df5745c75f565765010dbce58e121dba.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1131_jpg.rf.bf262e9456926ffd501886e4981ab193.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1132_jpg.rf.67a707c27916f72f8e74ca3de10e925e.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1133_jpg.rf.a887bc0939aacd44230e8671bf43525f.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1135_jpg.rf.47feb5e6430a41364c391483ad9e0b71.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1136_jpg.rf.a4822d9d50cf079f3bcd49e3324a485d.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1137_jpg.rf.4dae7f7f1f9891eadd48738ad0b3b7d4.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1139_jpg.rf.7714ed96b4f412dd9e102f97e910396d.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\113_jpg.rf.0537511b4b97410d3c15ab7027b02290.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1140_jpg.rf.98d5448721b219a59c4c1920d22af129.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1141_jpg.rf.bdd8c46a6d063e6e8ec6620fd6a85e78.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1142_jpg.rf.6ff56359b1fb08c6fe17c0412d5db611.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1144_jpg.rf.e8e06dd3992b59574b8d86d7e4d5a99e.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1145_jpg.rf.e6e2152b3b1feb61cc66b4315eb8daa2.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1146_jpg.rf.90c3080bf71347c3ceab8e0c3ac9310a.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1147_jpg.rf.bb9754c515ab9dc9553ce7e58713ceb8.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1149_jpg.rf.2e98722c243e4c190b472d4c8db0d73c.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
bracol\BRACOL-ORIGINAL-ANNOTATIONS\BRACOL-ORIGINAL-DETECT\train\images\1150_jpg.rf.04db010b8be18c836cf4754e522cc7dd.jpg,bracol,BRACOL-ORIGINAL-ANNOTATIONS,hoja,jpg
